location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Bernalillo, NM",New Mexico,"(-10000.0, -1000.0]","(0.0, 12.0]",'no credits/all paid',radio/tv,,"[0.01, 100.0)",1<=X<4,4.0,'male single',none,2.0,,"(20.0, 30.0]",none,rent,,skilled,1.0,yes,no,good,04/1995,no
"Clark, NV",Nevada,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',education,"(500.0, 1000.0]","[0.0, 0.01)",>=7,4.0,'male single',none,4.0,'no known property',,none,'for free',1.0,skilled,1.0,yes,yes,good,04/1995,yes
"Washoe, NV",Nevada,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,4.0,'male single',none,2.0,'real estate',"(20.0, 30.0]",stores,own,1.0,'unskilled resident',1.0,none,yes,good,04/1995,yes
"Erie, NY",New York,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,1.0,'male single',,4.0,'real estate',"(40.0, 50.0]",none,own,1.0,skilled,1.0,yes,no,good,05/1995,no
"Erie, NY",New York,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously',radio/tv,,"[0.0, 0.01)",1<=X<4,4.0,'male single',none,2.0,,,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,05/1995,no
"Monroe, NY",New York,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,4.0,'male mar/wid',none,2.0,'real estate',"(20.0, 30.0]",none,,1.0,skilled,1.0,none,no,bad,05/1995,no
"New York, NY",New York,"(-10000.0, -1000.0]","(24.0, 36.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",,4.0,'female div/dep/mar',none,4.0,'real estate',"(20.0, 30.0]",none,,1.0,skilled,1.0,none,no,good,05/1995,no
"Onondaga, NY",New York,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',education,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,4.0,'no known property',"(60.0, 70.0]",,,1.0,skilled,1.0,,no,bad,05/1995,no
"Suffolk, NY",New York,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",,2.0,'male single',none,3.0,,"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,none,1,good,05/1995,1
"Mahoning, OH",Ohio,"(1000.0, 10000.0]","(0.0, 12.0]",,'new car',"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,2.0,'female div/dep/mar',none,2.0,car,"(30.0, 40.0]",stores,own,2.0,skilled,1.0,,no,bad,05/1995,no
"Summit, OH",Ohio,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,'male mar/wid',,2.0,'life insurance',"(20.0, 30.0]",none,rent,,skilled,1.0,none,yes,good,05/1995,yes
"Hamilton, OH",Ohio,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",unemployed,4.0,'male single',none,,car,"(20.0, 30.0]",none,,1.0,'unemp/unskilled non res',1.0,none,yes,good,05/1995,yes
"Cuyahoga, OH",Ohio,"(-0.01, 0.01]","(0.0, 12.0]",,business,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,2.0,'male single',none,4.0,car,"(30.0, 40.0]",,own,1.0,skilled,1.0,yes,no,good,05/1995,no
"Cuyahoga, OH",Ohio,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','used car',"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,3.0,'male single',none,1.0,,"(20.0, 30.0]",none,own,2.0,skilled,,none,1,good,05/1995,1
"Franklin, OH",Ohio,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",<1,1.0,'female div/dep/mar',none,4.0,car,,none,rent,1.0,skilled,1.0,none,no,good,05/1995,no
"Dauphin, PA",Pennsylvania,"(-10000.0, -1000.0]","(24.0, 36.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",>=7,4.0,'male single',,2.0,car,,none,own,,skilled,2.0,none,yes,good,05/1995,yes
"Philadelphia, PA",Pennsylvania,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,,'female div/dep/mar',,4.0,'real estate',"(30.0, 40.0]",none,rent,1.0,skilled,1.0,,no,bad,05/1995,no
"Charleston, SC",South Carolina,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,4.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,yes,good,05/1995,yes
"Greenville, SC",South Carolina,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,3.0,'male single',none,4.0,car,"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,no,bad,05/1995,no
"Greenville, SC",South Carolina,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,,'female div/dep/mar',none,3.0,'real estate',"(20.0, 30.0]",,rent,2.0,skilled,1.0,none,no,good,05/1995,no
"Horry, SC",South Carolina,"(-0.01, 0.01]","(48.0, 60.0]",'critical/other existing credit','new car',"(12500.0, 15000.0]","[0.0, 0.01)",>=7,2.0,'male single',none,4.0,'no known property',"(60.0, 70.0]",bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,1,good,05/1995,1
"Jasper, SC",South Carolina,"(0.01, 1000.0]","(48.0, 60.0]",'all paid',other,"(12500.0, 15000.0]","[100.0, 500.0)",>=7,3.0,'female div/dep/mar',none,,'no known property',"(50.0, 60.0]",bank,'for free',,'high qualif/self emp/mgmt',,yes,yes,good,05/1995,yes
"Davidson, TN",Tennessee,"(-10000.0, -1000.0]","(36.0, 48.0]",'all paid',business,"(7500.0, 10000.0]","[0.01, 100.0)",4<=X<7,2.0,'female div/dep/mar',guarantor,4.0,car,"(30.0, 40.0]",none,rent,1.0,skilled,1.0,none,no,bad,05/1995,no
"Shelby, TN",Tennessee,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously',radio/tv,,"[0.0, 0.01)",,2.0,'male mar/wid',,3.0,'real estate',"(30.0, 40.0]",none,own,,skilled,1.0,,1,bad,05/1995,1
"El Paso, TX",Texas,"(-0.01, 0.01]","(0.0, 12.0]",'delayed previously',,,"[0.0, 0.01)",,3.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",none,'for free',1.0,skilled,1.0,none,1,bad,05/1995,1
"Harris, TX",Texas,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid','new car',"(12500.0, 15000.0]","[0.01, 100.0)",>=7,,'male single',none,,'no known property',"(50.0, 60.0]",,'for free',1.0,'high qualif/self emp/mgmt',1.0,,yes,bad,05/1995,yes
"Nueces, TX",Texas,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(200.0, 500.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,4.0,car,,none,own,2.0,'unskilled resident',1.0,none,yes,good,05/1995,yes
"Tarrant, TX",Texas,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,,car,"(30.0, 40.0]",none,own,1.0,skilled,1.0,yes,no,good,05/1995,no
"Travis, TX",Texas,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','used car',"(12500.0, 15000.0]","[0.01, 100.0)",unemployed,,,,4.0,,"(30.0, 40.0]",none,'for free',1.0,'high qualif/self emp/mgmt',,yes,no,bad,05/1995,no
"Dallas, TX",Texas,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'female div/dep/mar',none,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,1,bad,05/1995,1
"Harris, TX",Texas,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,'male single',none,1.0,'real estate',"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,no,good,05/1995,no
"Bexar, TX",Texas,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously',business,"(2500.0, 5000.0]","[0.0, 0.01)",,2.0,'male single',,2.0,'life insurance',"(20.0, 30.0]",none,own,2.0,'unskilled resident',1.0,none,no,good,05/1995,no
"Prince William, VA",Virginia,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,2.0,'female div/dep/mar',none,1.0,car,"(20.0, 30.0]",,own,2.0,,1.0,none,1,good,05/1995,1
"Norfolk, VA",Virginia,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",,4.0,,none,2.0,'real estate',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,yes,no,bad,05/1995,no
"Richmond, VA",Virginia,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,,"[0.01, 100.0)",,4.0,'male single',none,4.0,,"(30.0, 40.0]",stores,own,,,,yes,yes,bad,06/1995,yes
"Milwaukee, WI",Wisconsin,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,2.0,'male single',none,4.0,car,"(20.0, 30.0]",bank,own,1.0,skilled,1.0,none,yes,bad,06/1995,yes
"Maricopa, AZ",Arizona,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',business,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,3.0,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,no,good,06/1995,no
"Alameda, CA",California,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,2.0,'male mar/wid',none,,,"(20.0, 30.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,06/1995,no
"Los Angeles, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(500.0, 1000.0]","[7500.0, 10000.0)",<1,1.0,,none,4.0,'real estate',"(10.0, 20.0]",none,rent,1.0,'unskilled resident',1.0,,yes,bad,06/1995,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(24.0, 36.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.01, 100.0)",4<=X<7,2.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",bank,'for free',1.0,'high qualif/self emp/mgmt',2.0,yes,yes,good,06/1995,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",4<=X<7,1.0,'female div/dep/mar',none,4.0,car,"(30.0, 40.0]",,own,1.0,skilled,1.0,none,yes,bad,06/1995,yes
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",unemployed,2.0,'male single',none,3.0,car,"(30.0, 40.0]",none,own,,'high qualif/self emp/mgmt',1.0,none,1,good,06/1995,1
"Sacramento, CA",California,"(0.01, 1000.0]","(36.0, 48.0]",'delayed previously',education,"(10000.0, 12500.0]","[100.0, 500.0)",4<=X<7,2.0,,none,3.0,'no known property',"(30.0, 40.0]",none,rent,1.0,skilled,1.0,,yes,good,06/1995,yes
"San Bernardino, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",unemployed,3.0,'female div/dep/mar',none,4.0,'no known property',"(50.0, 60.0]",none,'for free',1.0,'high qualif/self emp/mgmt',1.0,,yes,good,06/1995,yes
"San Diego, CA",California,"(-10000.0, -1000.0]","(24.0, 36.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,3.0,'male mar/wid',,,'life insurance',"(40.0, 50.0]",none,own,2.0,skilled,,yes,no,good,06/1995,no
"San Francisco, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",>=7,1.0,'male div/sep',none,1.0,'real estate',"(40.0, 50.0]",,rent,2.0,skilled,1.0,none,yes,bad,06/1995,yes
District of Columbia,District of Columbia,"(-0.01, 0.01]",,'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,'female div/dep/mar',none,1.0,'real estate',"(40.0, 50.0]",none,own,2.0,'unskilled resident',1.0,none,no,good,06/1995,no
"Chatham, GA",Georgia,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",<1,3.0,'male mar/wid',,4.0,'real estate',"(30.0, 40.0]",none,own,1.0,,1.0,,yes,good,06/1995,yes
"De Kalb, GA",Georgia,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',business,,"[0.0, 0.01)",1<=X<4,,'male mar/wid',none,4.0,'real estate',"(20.0, 30.0]",,own,2.0,skilled,1.0,none,no,good,06/1995,no
"De Kalb, GA",Georgia,"(-0.01, 0.01]",,'delayed previously',business,"(7500.0, 10000.0]","[0.0, 0.01)",<1,2.0,'male single',none,,car,,,,2.0,,1.0,yes,no,good,06/1995,no
"Fulton, GA",Georgia,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously','new car',"(500.0, 1000.0]","[0.0, 0.01)",,4.0,'male single',none,2.0,car,"(20.0, 30.0]",none,own,2.0,'unskilled resident',1.0,,yes,good,06/1995,yes
"Fulton, GA",Georgia,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously','new car',"(2500.0, 5000.0]","[0.0, 0.01)",,4.0,'male single',none,4.0,car,"(40.0, 50.0]",none,own,1.0,skilled,2.0,none,yes,good,06/1995,yes
"Cook, IL",Illinois,"(0.01, 1000.0]","(12.0, 24.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,1.0,'male mar/wid',none,1.0,'life insurance',"(20.0, 30.0]",none,own,1.0,skilled,1.0,yes,no,good,06/1995,no
"Marion, IN",Indiana,"(-0.01, 0.01]",,'critical/other existing credit','used car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,,none,4.0,car,"(40.0, 50.0]",,own,2.0,skilled,2.0,yes,no,bad,06/1995,no
"Jefferson, KY",Kentucky,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',radio/tv,,"[0.01, 100.0)",<1,4.0,'male mar/wid',none,,'real estate',"(20.0, 30.0]",,own,1.0,,1.0,none,no,good,06/1995,no
"East Baton Rouge, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,3.0,'male div/sep',none,2.0,car,"(20.0, 30.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
"Orleans, LA",Louisiana,"(1000.0, 10000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[500.0, 1000.0)",4<=X<7,4.0,'male mar/wid',none,2.0,,"(20.0, 30.0]",none,own,3.0,skilled,1.0,yes,yes,bad,06/1995,yes
"Suffolk, MA",Massachusetts,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,4.0,'female div/dep/mar',none,4.0,,"(10.0, 20.0]",,own,1.0,skilled,1.0,,yes,good,06/1995,yes
"Baltimore city, MD",Maryland,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,3.0,'male single',none,2.0,car,,,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
"Wayne, MI",Michigan,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.0, 0.01)",unemployed,4.0,'male single',none,2.0,car,"(40.0, 50.0]",stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
"Jackson, MO",Missouri,"(-0.01, 0.01]",,'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,2.0,'no known property',"(30.0, 40.0]",none,,1.0,,2.0,none,yes,bad,06/1995,yes
"Kansas City, MO",Missouri,"(-10000.0, -1000.0]","(12.0, 24.0]",,'new car',"(1000.0, 2500.0]","[0.0, 0.01)",,4.0,'female div/dep/mar',,2.0,'life insurance',"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,no,good,06/1995,no
"Hinds, MS",Mississippi,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit','used car',,"[0.0, 0.01)",>=7,2.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",none,own,2.0,skilled,2.0,yes,no,bad,06/1995,no
"Mecklenburg, NC",North Carolina,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.01, 100.0)",<1,4.0,'male single',none,1.0,'real estate',"(30.0, 40.0]",,own,1.0,'unskilled resident',2.0,none,no,bad,06/1995,no
"Camden, NJ",New Jersey,"(-10000.0, -1000.0]","(12.0, 24.0]",'delayed previously',education,"(7500.0, 10000.0]","[0.0, 0.01)",,1.0,'female div/dep/mar',,2.0,car,"(20.0, 30.0]",none,rent,2.0,skilled,1.0,,yes,bad,07/1995,yes
"Mercer, NJ",New Jersey,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,1.0,'female div/dep/mar',none,2.0,car,"(30.0, 40.0]",bank,own,1.0,'high qualif/self emp/mgmt',,none,no,good,07/1995,no
"Passaic, NJ",New Jersey,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,,'life insurance',"(30.0, 40.0]",,own,1.0,skilled,1.0,none,no,good,07/1995,no
"Essex, NJ",New Jersey,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",,2.0,'female div/dep/mar',none,3.0,car,"(10.0, 20.0]",none,rent,1.0,skilled,1.0,none,1,good,07/1995,1
"Clark, NV",Nevada,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','used car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,2.0,car,,,own,1.0,skilled,1.0,none,yes,good,07/1995,yes
"New York, NY",New York,"(0.01, 1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',,"[0.01, 100.0)",4<=X<7,2.0,'male single',none,3.0,'real estate',"(40.0, 50.0]",none,own,2.0,,2.0,none,no,good,07/1995,no
"Suffolk, NY",New York,"(-0.01, 0.01]",,'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,3.0,'real estate',"(30.0, 40.0]",none,own,2.0,'high qualif/self emp/mgmt',1.0,none,no,good,07/1995,no
"Summit, OH",Ohio,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",,1.0,'female div/dep/mar',none,2.0,'life insurance',"(20.0, 30.0]",bank,own,1.0,skilled,1.0,yes,yes,bad,07/1995,yes
"Franklin, OH",Ohio,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','used car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,,none,3.0,car,"(20.0, 30.0]",,rent,1.0,skilled,1.0,,1,good,07/1995,1
"Multnomah, OR",Oregon,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,4.0,'male single',none,2.0,car,"(20.0, 30.0]",none,,2.0,skilled,1.0,none,yes,good,07/1995,yes
"Dauphin, PA",Pennsylvania,"(-0.01, 0.01]","(12.0, 24.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,4.0,'male single',none,3.0,'real estate',"(40.0, 50.0]",,own,2.0,skilled,1.0,none,no,bad,07/1995,no
"Philadelphia, PA",Pennsylvania,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,1.0,'male single',none,4.0,car,"(10.0, 20.0]",none,own,1.0,,1.0,none,yes,bad,07/1995,yes
"Charleston, SC",South Carolina,"(-10000.0, -1000.0]","(12.0, 24.0]",'critical/other existing credit',repairs,"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,2.0,'female div/dep/mar',none,4.0,,"(50.0, 60.0]",none,'for free',3.0,'unemp/unskilled non res',2.0,none,1,good,07/1995,1
"Greenville, SC",South Carolina,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',,,"[0.0, 0.01)",4<=X<7,1.0,'male single',none,,'real estate',"(70.0, 80.0]",none,own,1.0,'unskilled resident',1.0,none,no,bad,07/1995,no
"Davidson, TN",Tennessee,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',other,"(10000.0, 12500.0]","[0.01, 100.0)",1<=X<4,2.0,'male single','co applicant',3.0,car,"(20.0, 30.0]",bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,07/1995,no
"Shelby, TN",Tennessee,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,4.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",none,'for free',3.0,'high qualif/self emp/mgmt',,yes,no,good,07/1995,no
"Tarrant, TX",Texas,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',repairs,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male div/sep',,2.0,'real estate',"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,no,good,07/1995,no
"Travis, TX",Texas,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',,2.0,'real estate',"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,no,good,07/1995,no
"Dallas, TX",Texas,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,2.0,'male mar/wid',,1.0,'real estate',"(20.0, 30.0]",none,own,1.0,skilled,1.0,yes,no,bad,07/1995,no
"Harris, TX",Texas,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',repairs,"(500.0, 1000.0]","[0.0, 0.01)",4<=X<7,2.0,'male mar/wid',none,4.0,'real estate',"(20.0, 30.0]",none,rent,1.0,'unskilled resident',1.0,none,yes,bad,07/1995,yes
"Bexar, TX",Texas,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'female div/dep/mar',none,4.0,'real estate',"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,no,good,07/1995,no
"Norfolk, VA",Virginia,"(-1000.0, -0.01]","(36.0, 48.0]",'critical/other existing credit',repairs,"(2500.0, 5000.0]","[0.01, 100.0)",unemployed,4.0,'male single','co applicant',4.0,car,"(60.0, 70.0]",none,own,2.0,'unemp/unskilled non res',1.0,none,yes,bad,07/1995,yes
"Richmond, VA",Virginia,"(1000.0, 10000.0]","(0.0, 12.0]",'all paid',business,"(500.0, 1000.0]","[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,,'real estate',"(20.0, 30.0]",none,own,1.0,'unemp/unskilled non res',1.0,none,yes,bad,07/1995,yes
"Milwaukee, WI",Wisconsin,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,car,"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,,1,good,07/1995,1
"Maricopa, AZ",Arizona,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,,"[0.01, 100.0)",,2.0,'female div/dep/mar','co applicant',3.0,,"(20.0, 30.0]",none,own,1.0,skilled,,none,yes,bad,07/1995,yes
"Alameda, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously',other,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,,none,3.0,car,"(20.0, 30.0]",bank,own,2.0,skilled,1.0,yes,no,good,07/1995,no
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',education,"(500.0, 1000.0]","[0.0, 0.01)",>=7,4.0,'male single',none,4.0,car,"(40.0, 50.0]",bank,own,1.0,'unskilled resident',2.0,none,no,bad,07/1995,no
"Los Angeles, CA",California,"(0.01, 1000.0]","(36.0, 48.0]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[0.01, 100.0)",1<=X<4,2.0,'female div/dep/mar',none,3.0,car,"(20.0, 30.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,07/1995,yes
"Sacramento, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',education,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'female div/dep/mar',none,4.0,'life insurance',,none,rent,2.0,'unskilled resident',1.0,none,no,good,07/1995,no
"San Diego, CA",California,"(-1000.0, -0.01]","(24.0, 36.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,4.0,car,"(30.0, 40.0]",none,own,1.0,skilled,1.0,yes,yes,good,07/1995,yes
"San Francisco, CA",California,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,,guarantor,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,no,bad,07/1995,no
District of Columbia,District of Columbia,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,3.0,'female div/dep/mar',none,4.0,'real estate',,none,own,1.0,'high qualif/self emp/mgmt',,,yes,good,08/1995,yes
"Chatham, GA",Georgia,"(0.01, 1000.0]",,'delayed previously',repairs,"(1000.0, 2500.0]","[5000.0, 7500.0)",1<=X<4,3.0,,none,3.0,'life insurance',"(60.0, 70.0]",stores,,2.0,skilled,1.0,none,no,good,08/1995,no
"De Kalb, GA",Georgia,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit','used car',"(10000.0, 12500.0]","[0.0, 0.01)",1<=X<4,,'male single',none,2.0,car,"(20.0, 30.0]",,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,08/1995,yes
