state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
Pennsylvania,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',>=7,?,'male single',none,4,'real estate','(60.0, 70.0]',none,own,2,skilled,1,yes,no,bad,05/1994,no
Ohio,'(-0.01, 0.01]','(0.0, 12.0]',?,business,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,2,'male single',none,4,car,'(30.0, 40.0]',?,own,1,skilled,1,yes,no,good,05/1995,no
Ohio,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','used car','(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,3,'male single',none,1,?,'(20.0, 30.0]',none,own,2,skilled,?,none,yes,good,05/1995,yes
Ohio,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',<1,1,'female div/dep/mar',none,4,car,?,none,rent,1,skilled,1,none,no,good,05/1995,no
Pennsylvania,'(-2500.0, -1000.0]','(24.0, 36.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[20.0, 50.0)',>=7,4,'male single',?,2,car,?,none,own,?,skilled,2,none,yes,good,05/1995,yes
Pennsylvania,'(50.0, 100.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,?,'female div/dep/mar',?,4,'real estate','(30.0, 40.0]',none,rent,1,skilled,1,?,no,bad,05/1995,no
'South Carolina','(-0.01, 0.01]','(24.0, 36.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,4,'real estate','(30.0, 40.0]',none,own,1,skilled,1,none,yes,good,05/1995,yes
'South Carolina','(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,3,'male single',none,4,car,'(30.0, 40.0]',none,own,2,skilled,1,yes,no,bad,05/1995,no
'South Carolina','(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',<1,?,'female div/dep/mar',none,3,'real estate','(20.0, 30.0]',?,rent,2,skilled,1,none,no,good,05/1995,no
'South Carolina','(-0.01, 0.01]','(48.0, 60.0]','critical/other existing credit','new car','(12500.0, 15000.0]','[0.0, 0.01)',>=7,2,'male single',none,4,'no known property','(60.0, 70.0]',bank,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,good,05/1995,yes
'South Carolina','(0.01, 20.0]','(48.0, 60.0]','all paid',other,'(12500.0, 15000.0]','[100.0, 500.0)',>=7,3,'female div/dep/mar',none,?,'no known property','(50.0, 60.0]',bank,'for free',?,'high qualif/self emp/mgmt',?,yes,yes,good,05/1995,yes
Tennessee,'(-2500.0, -1000.0]','(36.0, 48.0]','all paid',business,'(7500.0, 10000.0]','[0.01, 20.0)',4<=X<7,2,'female div/dep/mar',guarantor,4,car,'(30.0, 40.0]',none,rent,1,skilled,1,none,no,bad,05/1995,no
Tennessee,'(-0.01, 0.01]','(12.0, 24.0]','delayed previously',radio/tv,?,'[0.0, 0.01)',?,2,'male mar/wid',?,3,'real estate','(30.0, 40.0]',none,own,?,skilled,1,?,yes,bad,05/1995,yes
Texas,'(-0.01, 0.01]','(0.0, 12.0]','delayed previously',?,?,'[0.0, 0.01)',?,3,'male single',none,4,'no known property','(30.0, 40.0]',none,'for free',1,skilled,1,none,yes,bad,05/1995,yes
Texas,'(20.0, 50.0]','(24.0, 36.0]','existing paid','new car','(12500.0, 15000.0]','[0.01, 20.0)',>=7,?,'male single',none,?,'no known property','(50.0, 60.0]',?,'for free',1,'high qualif/self emp/mgmt',1,?,yes,bad,05/1995,yes
Texas,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(200.0, 500.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,4,car,?,none,own,2,'unskilled resident',1,none,yes,good,05/1995,yes
Texas,'(-5000.0, -2500.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,?,car,'(30.0, 40.0]',none,own,1,skilled,1,yes,no,good,05/1995,no
Texas,'(0.01, 20.0]','(12.0, 24.0]','existing paid','used car','(12500.0, 15000.0]','[0.01, 20.0)',unemployed,?,?,?,4,?,'(30.0, 40.0]',none,'for free',1,'high qualif/self emp/mgmt',?,yes,no,bad,05/1995,no
Texas,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'female div/dep/mar',none,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,bad,05/1995,yes
Texas,'(5000.0, 7500.0]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[20.0, 50.0)',<1,4,'male single',none,1,'real estate','(20.0, 30.0]',none,own,1,skilled,1,none,no,good,05/1995,no
Texas,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',business,'(2500.0, 5000.0]','[0.0, 0.01)',?,2,'male single',?,2,'life insurance','(20.0, 30.0]',none,own,2,'unskilled resident',1,none,no,good,05/1995,no
Virginia,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'female div/dep/mar',none,1,car,'(20.0, 30.0]',?,own,2,?,1,none,yes,good,05/1995,yes
Virginia,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',?,4,?,none,2,'real estate','(20.0, 30.0]',none,rent,1,skilled,1,yes,no,bad,05/1995,no
Virginia,'(0.01, 20.0]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,?,'[20.0, 50.0)',?,4,'male single',none,4,?,'(30.0, 40.0]',stores,own,?,?,?,yes,yes,bad,06/1995,yes
Wisconsin,'(0.01, 20.0]','(12.0, 24.0]','critical/other existing credit',business,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'male single',none,4,car,'(20.0, 30.0]',bank,own,1,skilled,1,none,yes,bad,06/1995,yes
Arizona,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',business,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,3,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,own,2,skilled,1,none,no,good,06/1995,no
California,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'male mar/wid',none,?,?,'(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,good,06/1995,no
California,'(50.0, 100.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(500.0, 1000.0]','[7500.0, 10000.0)',<1,1,?,none,4,'real estate','(10.0, 20.0]',none,rent,1,'unskilled resident',1,?,yes,bad,06/1995,yes
California,'(-5000.0, -2500.0]','(24.0, 36.0]','existing paid','new car','(2500.0, 5000.0]','[50.0, 100.0)',4<=X<7,2,'male single',none,4,'no known property','(30.0, 40.0]',bank,'for free',1,'high qualif/self emp/mgmt',2,yes,yes,good,06/1995,yes
California,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[20.0, 50.0)',4<=X<7,1,'female div/dep/mar',none,4,car,'(30.0, 40.0]',?,own,1,skilled,1,none,yes,bad,06/1995,yes
California,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',unemployed,2,'male single',none,3,car,'(30.0, 40.0]',none,own,?,'high qualif/self emp/mgmt',1,none,yes,good,06/1995,yes
California,'(50.0, 100.0]','(36.0, 48.0]','delayed previously',education,'(10000.0, 12500.0]','[100.0, 500.0)',4<=X<7,2,?,none,3,'no known property','(30.0, 40.0]',none,rent,1,skilled,1,?,yes,good,06/1995,yes
California,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[50.0, 100.0)',unemployed,3,'female div/dep/mar',none,4,'no known property','(50.0, 60.0]',none,'for free',1,'high qualif/self emp/mgmt',1,?,yes,good,06/1995,yes
California,'(-7500.0, -5000.0]','(24.0, 36.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[20.0, 50.0)',1<=X<4,3,'male mar/wid',?,?,'life insurance','(40.0, 50.0]',none,own,2,skilled,?,yes,no,good,06/1995,no
California,'(100.0, 500.0]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[20.0, 50.0)',>=7,1,'male div/sep',none,1,'real estate','(40.0, 50.0]',?,rent,2,skilled,1,none,yes,bad,06/1995,yes
'District of Columbia','(-0.01, 0.01]',?,'critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,?,'female div/dep/mar',none,1,'real estate','(40.0, 50.0]',none,own,2,'unskilled resident',1,none,no,good,06/1995,no
Georgia,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',<1,3,'male mar/wid',?,4,'real estate','(30.0, 40.0]',none,own,1,?,1,?,yes,good,06/1995,yes
Georgia,'(20.0, 50.0]','(12.0, 24.0]','critical/other existing credit',business,?,'[0.0, 0.01)',1<=X<4,?,'male mar/wid',none,4,'real estate','(20.0, 30.0]',?,own,2,skilled,1,none,no,good,06/1995,no
Georgia,'(-0.01, 0.01]',?,'delayed previously',business,'(7500.0, 10000.0]','[0.0, 0.01)',<1,2,'male single',none,?,car,?,?,?,2,?,1,yes,no,good,06/1995,no
Georgia,'(-0.01, 0.01]','(12.0, 24.0]','delayed previously','new car','(500.0, 1000.0]','[0.0, 0.01)',?,4,'male single',none,2,car,'(20.0, 30.0]',none,own,2,'unskilled resident',1,?,yes,good,06/1995,yes
Georgia,'(100.0, 500.0]','(12.0, 24.0]','delayed previously','new car','(2500.0, 5000.0]','[0.0, 0.01)',?,4,'male single',none,4,car,'(40.0, 50.0]',none,own,1,skilled,2,none,yes,good,06/1995,yes
Illinois,'(100.0, 500.0]','(12.0, 24.0]',?,radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',?,1,'male mar/wid',none,1,'life insurance','(20.0, 30.0]',none,own,1,skilled,1,yes,no,good,06/1995,no
Indiana,'(-0.01, 0.01]',?,'critical/other existing credit','used car','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,?,none,4,car,'(40.0, 50.0]',?,own,2,skilled,2,yes,no,bad,06/1995,no
Kentucky,'(-2500.0, -1000.0]','(12.0, 24.0]','existing paid',radio/tv,?,'[50.0, 100.0)',<1,4,'male mar/wid',none,?,'real estate','(20.0, 30.0]',?,own,1,?,1,none,no,good,06/1995,no
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,3,'male div/sep',none,2,car,'(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,bad,06/1995,no
Louisiana,'(5000.0, 7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(500.0, 1000.0]','[500.0, 1000.0)',4<=X<7,4,'male mar/wid',none,2,?,'(20.0, 30.0]',none,own,3,skilled,1,yes,yes,bad,06/1995,yes
Massachusetts,'(100.0, 500.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[20.0, 50.0)',>=7,4,'female div/dep/mar',none,4,?,'(10.0, 20.0]',?,own,1,skilled,1,?,yes,good,06/1995,yes
Maryland,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','used car','(5000.0, 7500.0]','[0.0, 0.01)',4<=X<7,3,'male single',none,2,car,?,?,own,2,'high qualif/self emp/mgmt',1,yes,no,bad,06/1995,no
Michigan,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',business,'(1000.0, 2500.0]','[0.0, 0.01)',unemployed,4,'male single',none,2,car,'(40.0, 50.0]',stores,own,2,'high qualif/self emp/mgmt',1,yes,no,bad,06/1995,no
Missouri,'(-0.01, 0.01]',?,'existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,3,'male single',none,2,'no known property','(30.0, 40.0]',none,?,1,?,2,none,yes,bad,06/1995,yes
Missouri,'(-7500.0, -5000.0]','(12.0, 24.0]',?,'new car','(1000.0, 2500.0]','[0.0, 0.01)',?,4,'female div/dep/mar',?,2,'life insurance','(30.0, 40.0]',none,own,1,skilled,1,none,no,good,06/1995,no
Mississippi,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','used car',?,'[0.0, 0.01)',>=7,2,'male single',none,2,'life insurance','(30.0, 40.0]',none,own,2,skilled,2,yes,no,bad,06/1995,no
'North Carolina','(-2500.0, -1000.0]','(0.0, 12.0]','existing paid','new car','(2500.0, 5000.0]','[20.0, 50.0)',<1,4,'male single',none,1,'real estate','(30.0, 40.0]',?,own,1,'unskilled resident',2,none,no,bad,06/1995,no
'New Jersey','(-5000.0, -2500.0]','(12.0, 24.0]','delayed previously',education,'(7500.0, 10000.0]','[0.0, 0.01)',?,1,'female div/dep/mar',?,2,car,'(20.0, 30.0]',none,rent,2,skilled,1,?,yes,bad,07/1995,yes
'New Jersey','(-0.01, 0.01]','(12.0, 24.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,1,'female div/dep/mar',none,2,car,'(30.0, 40.0]',bank,own,1,'high qualif/self emp/mgmt',?,none,no,good,07/1995,no
'New Jersey','(50.0, 100.0]','(12.0, 24.0]','existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,?,'life insurance','(30.0, 40.0]',?,own,1,skilled,1,none,no,good,07/1995,no
'New Jersey','(-0.01, 0.01]','(12.0, 24.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',?,2,'female div/dep/mar',none,3,car,'(10.0, 20.0]',none,rent,1,skilled,1,none,yes,good,07/1995,yes
Nevada,'(100.0, 500.0]','(0.0, 12.0]','existing paid','used car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,2,car,?,?,own,1,skilled,1,none,yes,good,07/1995,yes
'New York','(20.0, 50.0]','(0.0, 12.0]','critical/other existing credit','new car',?,'[0.01, 20.0)',4<=X<7,2,'male single',none,3,'real estate','(40.0, 50.0]',none,own,2,?,2,none,no,good,07/1995,no
'New York','(-0.01, 0.01]',?,'delayed previously',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,3,'real estate','(30.0, 40.0]',none,own,2,'high qualif/self emp/mgmt',1,none,no,good,07/1995,no
Ohio,'(20.0, 50.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',?,1,'female div/dep/mar',none,2,'life insurance','(20.0, 30.0]',bank,own,1,skilled,1,yes,yes,bad,07/1995,yes
Ohio,'(100.0, 500.0]','(12.0, 24.0]','existing paid','used car','(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,1,?,none,3,car,'(20.0, 30.0]',?,rent,1,skilled,1,?,yes,good,07/1995,yes
Oregon,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,'male single',none,2,car,'(20.0, 30.0]',none,?,2,skilled,1,none,yes,good,07/1995,yes
Pennsylvania,'(-0.01, 0.01]','(12.0, 24.0]',?,radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',?,4,'male single',none,3,'real estate','(40.0, 50.0]',?,own,2,skilled,1,none,no,bad,07/1995,no
Pennsylvania,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,1,'male single',none,4,car,'(10.0, 20.0]',none,own,1,?,1,none,yes,bad,07/1995,yes
'South Carolina','(-5000.0, -2500.0]','(12.0, 24.0]','critical/other existing credit',repairs,'(1000.0, 2500.0]','[0.01, 20.0)',unemployed,2,'female div/dep/mar',none,4,?,'(50.0, 60.0]',none,'for free',3,'unemp/unskilled non res',2,none,yes,good,07/1995,yes
'South Carolina','(-0.01, 0.01]','(0.0, 12.0]','existing paid',?,?,'[0.0, 0.01)',4<=X<7,1,'male single',none,?,'real estate','(70.0, 80.0]',none,own,1,'unskilled resident',1,none,no,bad,07/1995,no
Tennessee,'(100.0, 500.0]','(12.0, 24.0]','existing paid',other,'(10000.0, 12500.0]','[50.0, 100.0)',1<=X<4,2,'male single','co applicant',3,car,'(20.0, 30.0]',bank,own,2,'high qualif/self emp/mgmt',1,yes,no,good,07/1995,no
Tennessee,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[20.0, 50.0)',unemployed,4,'male single',none,4,'no known property','(30.0, 40.0]',none,'for free',3,'high qualif/self emp/mgmt',?,yes,no,good,07/1995,no
Texas,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',repairs,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male div/sep',?,2,'real estate','(30.0, 40.0]',none,own,2,skilled,1,yes,no,good,07/1995,no
Texas,'(-10000.0, -7500.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,3,'male single',?,2,'real estate','(20.0, 30.0]',none,own,1,skilled,1,none,no,good,07/1995,no
Texas,'(0.01, 20.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',?,2,'male mar/wid',?,1,'real estate','(20.0, 30.0]',none,own,1,skilled,1,yes,no,bad,07/1995,no
Texas,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',repairs,'(500.0, 1000.0]','[0.0, 0.01)',4<=X<7,2,'male mar/wid',none,4,'real estate','(20.0, 30.0]',none,rent,1,'unskilled resident',1,none,yes,bad,07/1995,yes
Texas,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'female div/dep/mar',none,4,'real estate','(30.0, 40.0]',none,own,2,skilled,1,yes,no,good,07/1995,no
Virginia,'(-1000.0, -500.0]','(36.0, 48.0]','critical/other existing credit',repairs,'(2500.0, 5000.0]','[50.0, 100.0)',unemployed,4,'male single','co applicant',4,car,'(60.0, 70.0]',none,own,2,'unemp/unskilled non res',1,none,yes,bad,07/1995,yes
Virginia,'(7500.0, 10000.0]','(0.0, 12.0]','all paid',business,'(500.0, 1000.0]','[50.0, 100.0)',<1,4,'female div/dep/mar',none,?,'real estate','(20.0, 30.0]',none,own,1,'unemp/unskilled non res',1,none,yes,bad,07/1995,yes
Wisconsin,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,?,none,4,car,'(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,?,yes,good,07/1995,yes
Arizona,'(-5000.0, -2500.0]','(0.0, 12.0]','existing paid',furniture/equipment,?,'[50.0, 100.0)',?,2,'female div/dep/mar','co applicant',3,?,'(20.0, 30.0]',none,own,1,skilled,?,none,yes,bad,07/1995,yes
California,'(100.0, 500.0]','(12.0, 24.0]','delayed previously',other,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,2,?,none,3,car,'(20.0, 30.0]',bank,own,2,skilled,1,yes,no,good,07/1995,no
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',education,'(500.0, 1000.0]','[0.0, 0.01)',>=7,4,'male single',none,4,car,'(40.0, 50.0]',bank,own,1,'unskilled resident',2,none,no,bad,07/1995,no
California,'(100.0, 500.0]','(36.0, 48.0]','critical/other existing credit',furniture/equipment,'(5000.0, 7500.0]','[50.0, 100.0)',1<=X<4,2,'female div/dep/mar',none,3,car,'(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,07/1995,yes
California,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',education,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'female div/dep/mar',none,4,'life insurance',?,none,rent,2,'unskilled resident',1,none,no,good,07/1995,no
California,'(-1000.0, -500.0]','(24.0, 36.0]','existing paid','new car','(1000.0, 2500.0]','[20.0, 50.0)',<1,4,'female div/dep/mar',none,4,car,'(30.0, 40.0]',none,own,1,skilled,1,yes,yes,good,07/1995,yes
California,'(20.0, 50.0]','(0.0, 12.0]','existing paid',?,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,2,?,guarantor,2,'real estate','(30.0, 40.0]',none,own,1,skilled,1,none,no,bad,07/1995,no
'District of Columbia','(2500.0, 5000.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,3,'female div/dep/mar',none,4,'real estate',?,none,own,1,'high qualif/self emp/mgmt',?,?,yes,good,08/1995,yes
Georgia,'(50.0, 100.0]',?,'delayed previously',repairs,'(1000.0, 2500.0]','[5000.0, 7500.0)',1<=X<4,3,?,none,3,'life insurance','(60.0, 70.0]',stores,?,2,skilled,1,none,no,good,08/1995,no
Georgia,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','used car','(10000.0, 12500.0]','[0.0, 0.01)',1<=X<4,?,'male single',none,2,car,'(20.0, 30.0]',?,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,08/1995,yes
Georgia,'(-0.01, 0.01]',?,'existing paid',radio/tv,'(500.0, 1000.0]','[0.0, 0.01)',1<=X<4,3,'female div/dep/mar',none,1,'real estate','(20.0, 30.0]',none,own,1,skilled,1,none,yes,good,08/1995,yes
Illinois,'(-0.01, 0.01]','(0.0, 12.0]','no credits/all paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,2,'male single',none,4,'life insurance','(30.0, 40.0]',none,own,2,skilled,1,none,yes,good,08/1995,yes
Indiana,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','used car','(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,'male single',none,4,car,'(30.0, 40.0]',?,?,1,'high qualif/self emp/mgmt',?,yes,no,good,08/1995,no
Louisiana,'(-10000.0, -7500.0]','(12.0, 24.0]','existing paid','new car','(2500.0, 5000.0]','[50.0, 100.0)',4<=X<7,2,'male single','co applicant',3,'life insurance','(30.0, 40.0]',none,own,1,skilled,1,yes,no,good,08/1995,no
Maryland,'(-0.01, 0.01]','(12.0, 24.0]',?,'used car','(2500.0, 5000.0]','[0.0, 0.01)',<1,4,?,none,1,'no known property','(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',?,yes,yes,bad,08/1995,yes
Michigan,'(-7500.0, -5000.0]','(0.0, 12.0]','critical/other existing credit','new car',?,'[0.0, 0.01)',1<=X<4,2,'male single',none,2,'real estate',?,none,rent,2,skilled,2,none,yes,bad,08/1995,yes
Missouri,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid','used car','(2500.0, 5000.0]','[20.0, 50.0)',>=7,?,'male single',none,4,'no known property','(30.0, 40.0]',none,'for free',1,skilled,1,yes,no,bad,08/1995,no
Missouri,'(-5000.0, -2500.0]','(0.0, 12.0]','existing paid',?,'(200.0, 500.0]','[20.0, 50.0)',<1,?,?,none,1,'real estate','(20.0, 30.0]',none,own,1,skilled,1,?,yes,good,08/1995,yes
Mississippi,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',<1,3,'male single',none,2,car,'(30.0, 40.0]',none,own,1,skilled,1,yes,yes,bad,08/1995,yes
'North Carolina','(-5000.0, -2500.0]','(24.0, 36.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.01, 20.0)',1<=X<4,1,'male single',guarantor,2,'life insurance','(30.0, 40.0]',none,own,1,skilled,2,none,yes,bad,08/1995,yes
'New Jersey','(-10000.0, -7500.0]','(12.0, 24.0]','existing paid','new car',?,'[0.0, 0.01)',<1,2,'male single',none,3,'real estate','(30.0, 40.0]',none,own,?,skilled,1,none,yes,good,08/1995,yes
'New Jersey','(100.0, 500.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',<1,3,'female div/dep/mar',none,1,'real estate','(30.0, 40.0]',none,rent,1,'high qualif/self emp/mgmt',1,none,yes,good,08/1995,yes
Nevada,'(100.0, 500.0]','(0.0, 12.0]','existing paid',retraining,?,'[0.0, 0.01)',>=7,4,'male single',none,4,'life insurance','(30.0, 40.0]',none,own,2,skilled,1,none,yes,good,08/1995,yes
'New York','(-0.01, 0.01]','(12.0, 24.0]','existing paid',business,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,1,car,'(30.0, 40.0]',stores,own,2,skilled,1,yes,no,good,08/1995,no
'New York','(-5000.0, -2500.0]','(12.0, 24.0]','existing paid','used car','(2500.0, 5000.0]','[20.0, 50.0)',1<=X<4,3,'male single',?,4,'no known property','(60.0, 70.0]',bank,?,?,?,2,yes,no,bad,08/1995,no
Oregon,'(-2500.0, -1000.0]','(12.0, 24.0]','delayed previously',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',<1,4,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,rent,1,'unskilled resident',1,yes,no,bad,08/1995,no
Pennsylvania,'(-0.01, 0.01]','(36.0, 48.0]','delayed previously',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,3,'male single',none,3,car,'(30.0, 40.0]',?,own,2,?,2,none,yes,good,08/1995,yes
Tennessee,'(-0.01, 0.01]',?,?,business,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,2,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,own,?,skilled,1,yes,yes,good,08/1995,yes
Tennessee,'(-0.01, 0.01]','(12.0, 24.0]',?,?,'(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,?,'male single',none,3,car,'(30.0, 40.0]',none,own,2,'unskilled resident',1,yes,yes,good,08/1995,yes
