,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
727,California,-1726.33,18.0,'existing paid',radio/tv,1882.0,39.45,1<=X<4,4.0,'female div/dep/mar',none,,car,25.0,bank,rent,,skilled,1.0,none,yes,bad,05/1996,yes
728,California,71.62,48.0,'all paid',business,6416.0,99.84,>=7,,'female div/dep/mar',none,3.0,'no known property',,none,rent,,skilled,1.0,none,yes,good,05/1996,yes
729,California,3063.5,24.0,'critical/other existing credit',,1275.0,3355.15,,2.0,'male div/sep',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,yes,no,good,05/1996,no
730,California,47.73,24.0,'delayed previously',radio/tv,6403.0,0.0,<1,1.0,'male single',none,2.0,car,33.0,none,own,1.0,skilled,1.0,none,yes,good,05/1996,yes
731,California,-1458.47,,,radio/tv,1987.0,47.43,1<=X<4,2.0,'male single',none,4.0,'real estate',,none,rent,1.0,'unskilled resident',2.0,none,yes,bad,05/1996,yes
732,California,33.27,8.0,'existing paid',radio/tv,,43.74,4<=X<7,4.0,'female div/dep/mar',guarantor,2.0,'real estate',44.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,05/1996,yes
733,California,0.0,,'existing paid','used car',,0.0,1<=X<4,2.0,,none,4.0,car,28.0,none,,1.0,skilled,1.0,yes,no,bad,05/1996,no
734,California,0.0,4.0,'critical/other existing credit','new car',3380.0,0.0,4<=X<7,1.0,'female div/dep/mar',none,1.0,'real estate',37.0,none,own,1.0,,,none,yes,good,05/1996,yes
735,California,71.0,36.0,'all paid','domestic appliance',3990.0,0.0,<1,,'female div/dep/mar',,2.0,'no known property',29.0,,own,1.0,'unemp/unskilled non res',1.0,none,yes,bad,05/1996,yes
736,California,37.8,24.0,'existing paid','used car',11560.0,91.89,1<=X<4,1.0,'female div/dep/mar',none,4.0,car,23.0,none,,2.0,'high qualif/self emp/mgmt',1.0,none,yes,good,05/1996,yes
737,California,-4024.01,18.0,'existing paid','new car',4380.0,411.17,,3.0,'male single',none,4.0,car,35.0,none,,1.0,,2.0,yes,yes,bad,05/1996,yes
738,California,0.0,6.0,'critical/other existing credit','new car',,0.0,4<=X<7,1.0,'male single',,3.0,'no known property',,none,own,2.0,'high qualif/self emp/mgmt',2.0,yes,no,good,05/1996,no
739,California,126.63,30.0,'no credits/all paid',business,4280.0,374.88,1<=X<4,4.0,'female div/dep/mar',none,,car,26.0,none,rent,2.0,'unskilled resident',,,no,good,05/1996,no
740,California,-210.65,24.0,'all paid','new car',2325.0,355.29,4<=X<7,2.0,'male single',none,3.0,,32.0,bank,own,1.0,skilled,1.0,,no,good,05/1996,no
741,California,138.02,10.0,'all paid',radio/tv,,60.77,1<=X<4,4.0,'male single',none,4.0,,23.0,stores,,1.0,'unskilled resident',1.0,,yes,good,05/1996,yes
742,California,0.0,21.0,'existing paid',radio/tv,3160.0,0.0,>=7,4.0,'male single',none,3.0,'life insurance',41.0,none,own,1.0,skilled,1.0,yes,no,bad,05/1996,no
743,California,-5175.66,24.0,'all paid',furniture/equipment,2483.0,899.82,1<=X<4,,'male single',none,4.0,'real estate',22.0,stores,own,1.0,skilled,1.0,yes,no,bad,05/1996,no
744,California,-9114.34,39.0,'critical/other existing credit',furniture/equipment,14179.0,0.0,4<=X<7,,'male single',none,4.0,'life insurance',30.0,,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,05/1996,yes
745,California,-1569.65,,'critical/other existing credit',business,1797.0,51.04,<1,3.0,'male single',none,1.0,'life insurance',28.0,bank,own,2.0,'unskilled resident',1.0,none,no,good,05/1996,no
746,California,-206.0,15.0,'existing paid','new car',2511.0,0.0,unemployed,1.0,'female div/dep/mar',none,4.0,car,23.0,none,,1.0,skilled,1.0,none,yes,good,05/1996,yes
747,California,-1128.82,,'existing paid','new car',1274.0,31.64,<1,3.0,'female div/dep/mar',none,1.0,'real estate',37.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,05/1996,yes
748,California,0.0,,'existing paid','used car',5248.0,0.0,1<=X<4,1.0,'male single',none,,car,26.0,none,own,1.0,skilled,1.0,none,yes,good,05/1996,yes
749,California,0.0,15.0,'existing paid','used car',3029.0,0.0,,2.0,'male single',none,2.0,car,33.0,none,own,1.0,skilled,1.0,none,yes,good,05/1996,yes
750,California,-1907.79,6.0,'existing paid',furniture/equipment,,0.0,>=7,2.0,'female div/dep/mar',none,1.0,'life insurance',49.0,,,1.0,skilled,1.0,yes,yes,bad,05/1996,yes
751,California,-4959.02,18.0,'existing paid','new car',976.0,41.22,<1,1.0,'female div/dep/mar',none,2.0,car,23.0,none,own,1.0,'unskilled resident',1.0,none,no,good,05/1996,no
752,California,169.84,12.0,'existing paid',business,841.0,406.75,4<=X<7,,'female div/dep/mar',none,4.0,'real estate',23.0,none,rent,1.0,'unskilled resident',1.0,none,yes,good,05/1996,yes
753,California,0.0,30.0,'critical/other existing credit',radio/tv,5771.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,2.0,car,25.0,none,,2.0,,1.0,none,yes,bad,06/1996,yes
754,California,0.0,,'delayed previously',repairs,1555.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',55.0,none,'for free',2.0,skilled,,none,yes,good,06/1996,yes
755,California,-7700.17,24.0,'existing paid',,1285.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,4.0,,32.0,none,rent,1.0,,,none,yes,good,06/1996,yes
756,California,9099.65,6.0,'critical/other existing credit','new car',1299.0,98.73,1<=X<4,1.0,'male single',none,1.0,'real estate',,none,,3.0,'unemp/unskilled non res',2.0,none,yes,good,06/1996,yes
757,California,9437.28,15.0,'critical/other existing credit',radio/tv,1271.0,0.0,1<=X<4,3.0,'male single',none,,'no known property',39.0,none,'for free',2.0,skilled,1.0,yes,yes,bad,06/1996,yes
758,California,0.0,24.0,'existing paid','new car',1393.0,0.0,1<=X<4,,'male single',guarantor,2.0,'real estate',31.0,none,,1.0,skilled,1.0,yes,no,good,06/1996,no
759,California,-114.67,12.0,'critical/other existing credit','new car',691.0,15.15,>=7,4.0,'male single',none,3.0,'life insurance',35.0,none,,2.0,skilled,1.0,none,no,bad,06/1996,no
760,California,0.0,15.0,'critical/other existing credit','new car',,0.0,>=7,1.0,,,4.0,car,59.0,none,own,1.0,skilled,1.0,yes,yes,bad,06/1996,yes
761,California,-4560.48,18.0,'critical/other existing credit',furniture/equipment,2124.0,34.4,1<=X<4,4.0,'female div/dep/mar',none,4.0,'real estate',24.0,none,rent,2.0,skilled,1.0,none,yes,good,06/1996,yes
762,California,-1694.38,12.0,'existing paid',radio/tv,2214.0,0.0,1<=X<4,4.0,'male single',none,3.0,'life insurance',24.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,06/1996,yes
763,California,0.0,21.0,'critical/other existing credit','new car',,0.0,,4.0,'male single',none,4.0,'no known property',30.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,06/1996,yes
764,California,0.0,24.0,'critical/other existing credit',,2463.0,0.0,4<=X<7,4.0,'male mar/wid',none,3.0,'life insurance',27.0,none,,2.0,,1.0,yes,no,bad,06/1996,no
765,California,121.72,12.0,,radio/tv,,15.47,,3.0,,,3.0,'real estate',40.0,bank,own,2.0,'unskilled resident',1.0,none,yes,good,06/1996,yes
766,California,0.0,30.0,,furniture/equipment,3108.0,0.0,<1,2.0,'male div/sep',none,4.0,'life insurance',31.0,none,,1.0,'unskilled resident',1.0,,no,bad,06/1996,no
767,California,0.0,,'existing paid','used car',2901.0,0.0,<1,1.0,'female div/dep/mar',,,,31.0,none,rent,1.0,skilled,,none,yes,good,06/1996,yes
768,California,95.13,12.0,'critical/other existing credit',furniture/equipment,3617.0,92.79,>=7,,'male single',,4.0,,28.0,none,rent,3.0,skilled,1.0,yes,yes,good,06/1996,yes
769,California,0.0,12.0,'critical/other existing credit',,1655.0,0.0,>=7,2.0,'male single',none,4.0,'real estate',,none,own,2.0,'unskilled resident',1.0,yes,no,good,06/1996,no
770,California,-5367.96,24.0,'existing paid','used car',2812.0,0.0,>=7,2.0,'female div/dep/mar',none,4.0,'real estate',26.0,none,rent,1.0,skilled,1.0,none,yes,good,06/1996,yes
771,California,-1433.67,36.0,,education,8065.0,52.31,1<=X<4,3.0,'female div/dep/mar',none,2.0,'no known property',25.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,06/1996,yes
772,California,0.0,21.0,'critical/other existing credit','used car',3275.0,0.0,>=7,1.0,'male single',none,4.0,car,36.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,06/1996,yes
773,California,0.0,24.0,'critical/other existing credit',radio/tv,2223.0,0.0,>=7,4.0,'male single',none,4.0,'life insurance',,,own,2.0,skilled,1.0,none,no,good,06/1996,no
774,California,4970.39,,'critical/other existing credit','new car',1480.0,818.86,unemployed,2.0,'male single',,4.0,,,,'for free',3.0,'unemp/unskilled non res',,none,no,bad,06/1996,no
775,California,-7880.14,24.0,'existing paid','new car',,0.0,1<=X<4,4.0,'female div/dep/mar',none,,'real estate',25.0,none,rent,1.0,skilled,1.0,none,yes,good,06/1996,yes
776,California,0.0,36.0,'critical/other existing credit','new car',3535.0,0.0,4<=X<7,4.0,,none,4.0,car,37.0,none,own,2.0,skilled,1.0,yes,yes,good,06/1996,yes
777,California,-5787.14,18.0,'existing paid',radio/tv,3509.0,5.6,4<=X<7,,'female div/dep/mar',guarantor,1.0,'real estate',25.0,none,own,1.0,skilled,1.0,none,no,bad,06/1996,no
778,Colorado,0.0,,'critical/other existing credit','used car',5711.0,0.0,>=7,4.0,,none,,car,38.0,none,own,2.0,,1.0,yes,yes,good,06/1996,yes
779,Colorado,0.0,18.0,'existing paid',repairs,3872.0,0.0,unemployed,2.0,'female div/dep/mar',none,4.0,car,67.0,none,own,1.0,skilled,1.0,yes,no,bad,06/1996,no
780,Colorado,143.98,39.0,'critical/other existing credit',radio/tv,4933.0,27.57,4<=X<7,2.0,'male single',guarantor,2.0,'real estate',25.0,none,own,2.0,skilled,1.0,none,no,bad,06/1996,no
781,Colorado,0.0,,'critical/other existing credit','new car',1940.0,0.0,>=7,4.0,'male single',none,4.0,'real estate',60.0,none,own,1.0,skilled,1.0,yes,yes,good,06/1996,yes
782,Connecticut,124.22,12.0,'no credits/all paid',retraining,1410.0,39.88,1<=X<4,2.0,'male single',none,2.0,'real estate',31.0,none,own,1.0,'unskilled resident',1.0,yes,yes,good,06/1996,yes
783,Connecticut,18.9,12.0,'existing paid','new car',836.0,197.77,<1,4.0,'female div/dep/mar',none,2.0,'life insurance',23.0,bank,own,1.0,'unskilled resident',1.0,none,no,bad,07/1996,no
784,District of Columbia,92.6,20.0,'existing paid','used car',6468.0,0.0,unemployed,1.0,'male div/sep',none,4.0,'real estate',60.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,07/1996,no
785,District of Columbia,20.17,18.0,'existing paid',business,1941.0,9298.08,1<=X<4,4.0,'male single',none,2.0,'life insurance',35.0,none,own,1.0,'unskilled resident',1.0,yes,yes,good,07/1996,yes
786,Delaware,0.0,22.0,'existing paid',radio/tv,2675.0,0.0,>=7,3.0,,none,4.0,car,40.0,none,own,1.0,skilled,,none,no,bad,07/1996,no
787,Delaware,0.0,48.0,,'used car',,0.0,,4.0,'male single',none,3.0,car,38.0,none,own,2.0,skilled,2.0,yes,yes,bad,07/1996,yes
788,Florida,22.41,48.0,'delayed previously',education,,88.44,>=7,4.0,'male single',none,4.0,'no known property',50.0,none,'for free',1.0,skilled,1.0,none,yes,good,07/1996,yes
789,Florida,0.0,40.0,'critical/other existing credit',education,5998.0,0.0,1<=X<4,4.0,'male single',,3.0,'no known property',27.0,bank,own,1.0,,1.0,yes,yes,bad,07/1996,yes
790,Florida,49.35,21.0,'existing paid',,1188.0,39.92,>=7,2.0,'female div/dep/mar',none,4.0,'life insurance',,none,own,1.0,skilled,2.0,none,yes,good,07/1996,yes
791,Florida,0.0,24.0,'existing paid','used car',6313.0,0.0,>=7,,'male single',none,4.0,car,41.0,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,no,bad,07/1996,no
792,Florida,0.0,,'critical/other existing credit',furniture/equipment,1221.0,0.0,1<=X<4,1.0,'male mar/wid',none,2.0,'life insurance',27.0,none,own,2.0,skilled,1.0,none,yes,good,07/1996,yes
793,Florida,5071.29,,'existing paid',furniture/equipment,2892.0,40.12,,3.0,'male div/sep',none,4.0,'no known property',51.0,none,'for free',1.0,skilled,1.0,none,no,good,07/1996,no
794,Florida,0.0,24.0,'existing paid',furniture/equipment,3062.0,0.0,>=7,4.0,'male single',none,3.0,'no known property',32.0,none,rent,1.0,skilled,1.0,yes,yes,bad,07/1996,yes
795,Florida,0.0,9.0,,furniture/equipment,2301.0,0.0,<1,2.0,,none,4.0,'life insurance',,none,rent,1.0,skilled,1.0,none,no,bad,07/1996,no
796,Florida,-3171.02,18.0,'existing paid','used car',,0.0,>=7,1.0,'male single',none,4.0,'life insurance',51.0,,'for free',1.0,skilled,2.0,yes,yes,bad,07/1996,yes
797,Florida,0.0,12.0,'critical/other existing credit',furniture/equipment,1258.0,0.0,<1,,'female div/dep/mar',none,4.0,'life insurance',22.0,none,rent,2.0,'unskilled resident',1.0,,no,good,07/1996,no
798,Florida,0.0,,'delayed previously','new car',717.0,0.0,>=7,4.0,'male mar/wid',none,4.0,car,54.0,none,own,2.0,skilled,,yes,yes,good,07/1996,yes
799,Florida,67.27,9.0,'existing paid','new car',,0.0,<1,,'male single',none,2.0,'real estate',35.0,none,own,,'unemp/unskilled non res',1.0,none,yes,good,07/1996,yes
800,Florida,0.0,24.0,'critical/other existing credit',education,,0.0,>=7,4.0,,none,4.0,'no known property',,none,'for free',2.0,skilled,2.0,none,yes,bad,07/1996,yes
801,Florida,193.43,18.0,'critical/other existing credit',radio/tv,1795.0,34.86,>=7,3.0,'female div/dep/mar',guarantor,4.0,'real estate',48.0,bank,rent,,'unskilled resident',1.0,yes,no,good,07/1996,no
802,Florida,-8219.36,20.0,'critical/other existing credit',furniture/equipment,4272.0,94.81,>=7,1.0,,none,4.0,'life insurance',24.0,,own,2.0,skilled,1.0,,no,bad,07/1996,no
803,Florida,0.0,12.0,,,976.0,0.0,>=7,4.0,'male single',,4.0,car,35.0,none,own,2.0,skilled,1.0,none,no,bad,07/1996,no
804,Florida,44.41,12.0,'existing paid','new car',7472.0,0.0,unemployed,1.0,'female div/dep/mar',none,2.0,'real estate',,none,rent,1.0,'unemp/unskilled non res',1.0,none,yes,good,07/1996,yes
805,Florida,-7911.06,36.0,,'new car',9271.0,10.91,4<=X<7,2.0,'male single',,1.0,car,24.0,none,own,1.0,skilled,1.0,,no,good,07/1996,no
806,Florida,3.64,6.0,'existing paid',radio/tv,590.0,69.14,<1,3.0,,none,3.0,'real estate',26.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,07/1996,yes
807,Florida,0.0,12.0,'critical/other existing credit',radio/tv,930.0,0.0,>=7,4.0,'male single',none,4.0,'real estate',65.0,,own,4.0,skilled,1.0,none,no,bad,07/1996,no
808,Florida,0.0,42.0,'all paid','used car',9283.0,0.0,unemployed,1.0,'male single',none,2.0,'no known property',55.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,07/1996,yes
809,Florida,0.0,15.0,'no credits/all paid','new car',1778.0,0.0,<1,2.0,'female div/dep/mar',none,1.0,'real estate',26.0,none,rent,2.0,'unemp/unskilled non res',1.0,,yes,bad,07/1996,yes
810,Florida,69.88,8.0,'existing paid',business,907.0,6.83,<1,3.0,'male mar/wid',none,2.0,'real estate',26.0,none,own,1.0,skilled,1.0,,no,good,07/1996,no
811,Florida,98.29,6.0,'existing paid',radio/tv,484.0,82.59,4<=X<7,3.0,'male mar/wid',guarantor,3.0,'real estate',28.0,bank,own,1.0,'unskilled resident',,none,no,bad,07/1996,no
812,Florida,-4383.35,36.0,'critical/other existing credit','used car',9629.0,80.0,4<=X<7,4.0,'male single',none,4.0,car,24.0,none,own,2.0,,1.0,yes,no,good,07/1996,no
813,Florida,-6144.69,48.0,'existing paid','domestic appliance',3051.0,61.85,1<=X<4,3.0,'male single',none,,car,54.0,none,own,1.0,skilled,1.0,none,no,bad,07/1996,no
814,Florida,-5706.25,48.0,'existing paid','new car',3931.0,99.46,4<=X<7,,'male single',,,'no known property',46.0,none,'for free',1.0,skilled,2.0,none,no,good,08/1996,no
815,Florida,28.13,36.0,'delayed previously','new car',7432.0,17.52,1<=X<4,,'female div/dep/mar',none,2.0,'life insurance',54.0,,rent,1.0,skilled,,none,yes,bad,08/1996,yes
816,Florida,0.0,6.0,'existing paid','domestic appliance',1338.0,0.0,1<=X<4,1.0,'male div/sep',none,4.0,'real estate',62.0,none,own,1.0,skilled,1.0,none,no,bad,08/1996,no
817,Florida,0.0,6.0,,,1554.0,0.0,,,'female div/dep/mar',none,2.0,car,24.0,none,,2.0,skilled,1.0,yes,yes,bad,08/1996,yes
818,Florida,0.0,36.0,'existing paid',other,15857.0,0.0,unemployed,2.0,'male div/sep','co applicant',3.0,car,43.0,none,own,,'high qualif/self emp/mgmt',1.0,none,no,good,08/1996,no
819,Florida,-581.77,18.0,'existing paid',radio/tv,1345.0,54.46,1<=X<4,,'male mar/wid',none,3.0,'real estate',26.0,bank,,1.0,,1.0,,yes,bad,08/1996,yes
820,Florida,0.0,12.0,'existing paid',,1101.0,0.0,,3.0,'male mar/wid',none,2.0,'real estate',27.0,none,own,,skilled,1.0,yes,no,good,08/1996,no
821,Florida,0.0,12.0,'existing paid',radio/tv,3016.0,0.0,1<=X<4,3.0,'male mar/wid',none,1.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,good,08/1996,yes
822,Florida,-8804.85,36.0,'existing paid',furniture/equipment,2712.0,21.59,>=7,2.0,'male single',none,2.0,'life insurance',41.0,bank,own,1.0,skilled,2.0,,yes,good,08/1996,yes
823,Florida,-7039.13,8.0,'critical/other existing credit','new car',731.0,45.93,>=7,4.0,'male single',none,4.0,'real estate',,none,own,2.0,,1.0,none,no,bad,08/1996,no
824,Florida,0.0,18.0,'critical/other existing credit',furniture/equipment,3780.0,0.0,<1,3.0,'male div/sep',none,2.0,car,35.0,none,own,2.0,'high qualif/self emp/mgmt',,yes,no,good,08/1996,no
825,Florida,-6845.84,21.0,'critical/other existing credit','new car',1602.0,64.4,>=7,4.0,'male mar/wid',none,3.0,car,30.0,none,own,2.0,skilled,1.0,yes,no,good,08/1996,no
826,Florida,-4028.09,18.0,'critical/other existing credit','new car',3966.0,89.91,,1.0,'female div/dep/mar',none,4.0,'real estate',33.0,,rent,3.0,skilled,1.0,yes,no,good,08/1996,no
827,Florida,0.0,18.0,,business,4165.0,0.0,1<=X<4,2.0,'male single',none,2.0,car,36.0,stores,,2.0,skilled,2.0,none,no,good,08/1996,no
828,Florida,-2327.2,36.0,'existing paid','used car',8335.0,0.0,>=7,3.0,'male single',none,4.0,'no known property',47.0,none,'for free',1.0,skilled,1.0,,yes,good,08/1996,yes
829,Georgia,45.9,48.0,'delayed previously',business,6681.0,0.0,1<=X<4,4.0,'male single',none,4.0,'no known property',38.0,none,'for free',1.0,skilled,2.0,yes,yes,bad,08/1996,yes
830,Georgia,0.0,24.0,,business,2375.0,0.0,1<=X<4,4.0,'male single',none,2.0,car,,,own,2.0,skilled,2.0,yes,yes,bad,08/1996,yes
831,Georgia,-9116.85,18.0,'existing paid','new car',1216.0,0.0,<1,4.0,'female div/dep/mar',none,3.0,car,23.0,none,rent,1.0,skilled,,,yes,good,08/1996,yes
832,Georgia,-6919.96,45.0,'no credits/all paid',business,11816.0,80.7,>=7,2.0,'male single',,4.0,car,29.0,,rent,2.0,skilled,1.0,none,yes,good,08/1996,yes
833,Georgia,94.26,24.0,'existing paid',radio/tv,,0.0,>=7,2.0,'female div/dep/mar',none,,car,42.0,none,own,1.0,skilled,1.0,,yes,good,08/1996,yes
834,Georgia,5440.88,15.0,'existing paid',radio/tv,2327.0,94.96,<1,2.0,'female div/dep/mar',none,3.0,'real estate',25.0,none,own,1.0,'unskilled resident',1.0,none,no,good,08/1996,no
835,Georgia,-6123.97,12.0,'no credits/all paid','new car',1082.0,0.0,1<=X<4,4.0,'male single',none,4.0,,48.0,bank,own,2.0,,1.0,none,yes,good,08/1996,yes
836,Georgia,0.0,12.0,'existing paid',,886.0,0.0,1<=X<4,4.0,'female div/dep/mar',,2.0,car,21.0,,own,,skilled,1.0,none,yes,good,08/1996,yes
837,Georgia,0.0,4.0,'existing paid',furniture/equipment,601.0,0.0,<1,1.0,'female div/dep/mar',,3.0,'real estate',23.0,,rent,1.0,'unskilled resident',2.0,none,no,bad,08/1996,no
838,Georgia,-8713.84,,'critical/other existing credit','used car',,71.17,>=7,4.0,'male single',none,4.0,'life insurance',63.0,none,own,2.0,skilled,,yes,no,bad,08/1996,no
839,Georgia,0.0,24.0,'critical/other existing credit',radio/tv,2611.0,0.0,>=7,4.0,'male mar/wid','co applicant',,'real estate',46.0,none,own,2.0,skilled,1.0,none,no,good,08/1996,no
840,Georgia,-2075.66,36.0,'existing paid',furniture/equipment,5179.0,28.73,4<=X<7,4.0,'male single',none,2.0,'life insurance',29.0,none,own,1.0,skilled,,none,no,good,08/1996,no
841,Georgia,0.0,21.0,'delayed previously','used car',2993.0,0.0,1<=X<4,3.0,'male single',none,2.0,'real estate',28.0,stores,own,2.0,'unskilled resident',1.0,none,yes,good,08/1996,yes
842,Georgia,0.0,18.0,'existing paid',repairs,1943.0,0.0,,4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,,1.0,skilled,1.0,none,yes,good,08/1996,yes
843,Georgia,0.0,24.0,'all paid',business,1559.0,0.0,4<=X<7,4.0,'male single',none,4.0,car,50.0,bank,,1.0,skilled,1.0,yes,no,good,08/1996,no
844,Georgia,0.0,18.0,'existing paid',furniture/equipment,3422.0,0.0,>=7,4.0,'male single',none,4.0,'life insurance',47.0,bank,own,,skilled,2.0,,yes,good,08/1996,yes
845,Georgia,164.54,21.0,,furniture/equipment,3976.0,0.0,4<=X<7,2.0,,none,3.0,,35.0,none,own,1.0,skilled,1.0,yes,no,good,09/1996,no
846,Georgia,0.0,18.0,'existing paid','new car',6761.0,0.0,1<=X<4,2.0,'male single',none,4.0,car,68.0,none,rent,2.0,skilled,1.0,,yes,good,09/1996,yes
847,Georgia,0.0,,,'new car',1249.0,0.0,<1,,'male mar/wid',none,2.0,'real estate',28.0,none,own,1.0,skilled,1.0,none,yes,bad,09/1996,yes
848,Georgia,-5400.65,9.0,'existing paid',radio/tv,1364.0,27.79,4<=X<7,,'male single',none,4.0,'real estate',59.0,none,own,1.0,skilled,1.0,,no,good,09/1996,no
849,Hawaii,-9276.51,12.0,'existing paid',,709.0,16.33,>=7,4.0,'male single',none,4.0,'real estate',57.0,stores,own,1.0,'unskilled resident',1.0,none,yes,good,09/1996,yes
850,Iowa,-2942.19,20.0,'critical/other existing credit','new car',2235.0,1.49,1<=X<4,4.0,'male mar/wid',guarantor,2.0,'life insurance',,bank,rent,2.0,skilled,1.0,none,no,good,09/1996,no
851,Iowa,0.0,24.0,'critical/other existing credit','used car',4042.0,0.0,4<=X<7,3.0,'male single',none,4.0,'life insurance',43.0,none,own,2.0,skilled,1.0,yes,no,good,09/1996,no
852,Iowa,0.0,15.0,'critical/other existing credit',radio/tv,1471.0,0.0,1<=X<4,4.0,'male single',none,4.0,'no known property',35.0,none,'for free',2.0,skilled,1.0,yes,yes,bad,09/1996,yes
853,Iowa,-4157.57,18.0,'all paid',,1442.0,94.88,4<=X<7,4.0,'male single',none,4.0,,32.0,none,'for free',2.0,'unskilled resident',2.0,none,no,good,09/1996,no
854,Iowa,0.0,36.0,'delayed previously','new car',10875.0,0.0,>=7,2.0,'male single',none,2.0,car,45.0,,own,2.0,skilled,2.0,yes,no,bad,09/1996,no
855,Iowa,0.0,24.0,'existing paid','new car',1474.0,0.0,<1,4.0,'male mar/wid',none,,'real estate',33.0,none,own,1.0,skilled,1.0,yes,no,good,09/1996,no
856,Iowa,0.0,,'existing paid',retraining,894.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,3.0,'life insurance',40.0,none,own,1.0,skilled,1.0,yes,yes,bad,09/1996,yes
857,Idaho,0.0,,'critical/other existing credit',furniture/equipment,3343.0,0.0,1<=X<4,4.0,,none,2.0,'no known property',,,'for free',1.0,skilled,,yes,yes,good,09/1996,yes
858,Idaho,-4513.12,15.0,'existing paid','new car',3959.0,18.68,1<=X<4,3.0,'female div/dep/mar',none,2.0,,29.0,none,own,1.0,skilled,1.0,yes,no,bad,09/1996,no
859,Illinois,0.0,9.0,'existing paid','new car',3577.0,0.0,1<=X<4,1.0,'male single',guarantor,2.0,'real estate',26.0,none,rent,1.0,skilled,2.0,none,no,bad,09/1996,no
860,Illinois,0.0,24.0,'critical/other existing credit',,5804.0,0.0,1<=X<4,4.0,'male single',none,2.0,'real estate',,none,own,2.0,skilled,,none,yes,bad,09/1996,yes
861,Illinois,0.0,18.0,'delayed previously',business,2169.0,0.0,1<=X<4,4.0,'male mar/wid',none,2.0,car,,none,own,1.0,skilled,1.0,,no,good,09/1996,no
862,Illinois,-2638.38,24.0,'existing paid',radio/tv,2439.0,0.0,<1,,'female div/dep/mar',none,,'real estate',35.0,none,own,1.0,,1.0,yes,yes,good,09/1996,yes
863,Illinois,0.0,27.0,'critical/other existing credit',furniture/equipment,4526.0,0.0,<1,4.0,'male single',none,2.0,'real estate',32.0,stores,own,2.0,'unskilled resident',2.0,yes,no,bad,09/1996,no
864,Illinois,0.0,10.0,'existing paid',furniture/equipment,2210.0,0.0,,2.0,'male single',,2.0,'real estate',25.0,,,1.0,'unskilled resident',1.0,none,no,good,09/1996,no
865,Illinois,0.0,15.0,,furniture/equipment,2221.0,0.0,1<=X<4,2.0,'female div/dep/mar',none,4.0,car,20.0,none,rent,1.0,skilled,1.0,none,no,bad,09/1996,no
866,Illinois,-8906.05,18.0,'existing paid',radio/tv,2389.0,88.27,<1,4.0,,none,1.0,car,27.0,stores,own,1.0,skilled,1.0,,yes,bad,09/1996,yes
867,Illinois,0.0,12.0,'critical/other existing credit',furniture/equipment,3331.0,0.0,>=7,2.0,'male single',none,4.0,'life insurance',42.0,stores,own,1.0,skilled,1.0,none,yes,bad,09/1996,yes
868,Illinois,0.0,36.0,'existing paid',business,7409.0,0.0,>=7,3.0,'male single',none,2.0,,37.0,none,own,2.0,skilled,1.0,none,yes,good,09/1996,yes
869,Illinois,-542.44,12.0,'existing paid',furniture/equipment,652.0,94.47,>=7,4.0,'female div/dep/mar',none,4.0,'life insurance',24.0,none,,1.0,skilled,1.0,none,yes,bad,09/1996,yes
870,Illinois,0.0,36.0,'delayed previously',furniture/equipment,,0.0,4<=X<7,2.0,'female div/dep/mar',none,4.0,car,40.0,none,,2.0,skilled,,yes,no,bad,09/1996,no
871,Illinois,6044.46,6.0,'critical/other existing credit','new car',1343.0,18.82,>=7,1.0,'male single',none,4.0,'real estate',46.0,none,own,2.0,skilled,2.0,none,no,bad,09/1996,no
872,Illinois,-34.79,24.0,'critical/other existing credit',business,,146.38,4<=X<7,,'male single',none,,'real estate',26.0,none,own,2.0,skilled,1.0,yes,yes,good,09/1996,yes
873,Illinois,0.0,15.0,'existing paid','domestic appliance',874.0,0.0,<1,4.0,'female div/dep/mar',none,1.0,'real estate',24.0,none,own,1.0,skilled,1.0,none,no,good,09/1996,no
